"","FB_ID","Ind","Class","Gender","YOB","NuT","Math","German","Physics","Biology","Chemistry","Group","PO1_indoor","PO2_indoor","PO3_indoor","PO4_indoor","PO5_indoor","PO1_outdoor","PO2_outdoor","PO3_outdoor","PO4_outdoor","PO5_outdoor","RS01_outdoor","RS02_outdoor","RS03_outdoor","RS04_outdoor","RS01_indoor","RS02_indoor","RS03_indoor","RS04_indoor","RT01_outdoor","RT02_outdoor","RT03_outdoor","RT04_outdoor","RT01_indoor","RT02_indoor","RT03_indoor","RT04_indoor","AR01_outdoor","AR02_outdoor","AR03_outdoor","AR01_indoor","AR02_indoor","AR03_indoor","AW01_outdoor","AW02_outdoor","AW03_outdoor","AW04_outdoor","AW01_indoor","AW02_indoor","AW03_indoor","AW04_indoor","KHU01_outdoor","KHU02_outdoor","KHU03_outdoor","KHU04_outdoor","KHU01_indoor","KHU02_indoor","KHU03_indoor","KHU04_indoor","KS01_outdoor","KS02_outdoor","KS03_outdoor","KS04_outdoor","KS01_indoor","KS02_indoor","KS03_indoor","KS04_indoor","R01_outdoor","R02_outdoor","R03_outdoor","R04_outdoor","R05_outdoor","R01_indoor","R02_indoor","R03_indoor","R04_indoor","R05_indoor","AB01_outdoor","AB02_outdoor","AB03_outdoor","AB04_outdoor","AB01_indoor","AB02_indoor","AB03_indoor","AB04_indoor","S01_outdoor","S02_outdoor","S03_outdoor","S04_outdoor","S05_outdoor","S01_indoor","S02_indoor","S03_indoor","S04_indoor","W01_outdoor","W02_outdoor","W03_outdoor","W04_outdoor","E01_outdoor","E02_outdoor","E03_outdoor","E04_outdoor","InR1_outdoor","IjR1_outdoor","InR2_outdoor","ExR1_outdoor","IjR2_outdoor","IdR1_outdoor","InR3_outdoor","IjR3_outdoor","IdR2_outdoor","ExR2_outdoor","InR4_outdoor","InR1_indoor","IjR1_indoor","InR2_indoor","ExR1_indoor","IjR2_indoor","IdR1_indoor","InR3_indoor","IjR3_indoor","IdR2_indoor","ExR2_indoor","InR4_indoor","InR_outdoor","IdR_outdoor","IjR_outdoor","ExR_outdoor","InR_indoor","IdR_indoor","IjR_indoor","ExR_indoor","SDI_outdoor","SDI_indoor","PO_outdoor","PO_indoor","RS_outdoor","RS_indoor","RT_outdoor","RT_indoor","R_outdoor","R_indoor","A_outdoor","A_indoor","C_outdoor","C_indoor","BPN_outdoor","BPN_indoor","diff_SDI","diff_A","diff_C","diff_RT","diff_RS"
"185","FoWo15SK20",185,7,1,2000,,1,1,1,2,1,4,4,3,2,4,2,5,4,4,4,3,5,5,5,5,3,4,5,4,4,4,4,3,3,4,4,2,4,4,5,4,3,3,3,3,4,5,2,3,2,4,5,5,4,4,4,4,3,4,3,4,5,4,4,4,4,3,3,4,4,4,3,3,2,3,3,,4,4,4,4,2,3,4,4,3,4,4,3,4,3,4,2,3,3,5,2,5,5,5,5,2,5,3,5,3,2,3,4,4,3,2,4,3,4,5,3,3,4,3,5,2,4,3,4.5,3,3,2.5,3.5,3,4,3.5,4,-1,4,3,5,4,3.75,3.25,4.375,3.625,4,2.9090909091,4.25,3.75,4.2083333333,3.428030303,5,1.0909090909,0.5,0.5,1
"186","FoWo15SK21",186,7,1,1999,,2,2,2,1,1,3,4,4,3,3,2,5,4,5,4,3,5,5,5,5,4,5,5,5,5,5,4,4,3,5,4,4,5,4,4,3,4,4,4,5,4,5,4,4,3,3,4,4,4,4,4,4,3,3,4,5,5,5,3,5,5,4,4,3,5,3,5,4,4,4,4,5,3,3,4,4,4,4,4,4,5,4,5,4,4,3,5,5,2,4,4,3,5,5,5,5,5,5,3,5,1,1,3,5,2,4,1,5,5,3,,4,1,4,4,2,4,1,4,5,3.5,2,1,3.25,4,2,2.5,9.5,3.5,4.2,3.2,5,4.75,4.5,4,4.75,4.375,4.0909090909,3.3636363636,4.375,3.875,4.4053030303,3.8712121212,6,0.7272727273,0.5,0.5,0.25
"187","FoWo15SK22",187,7,1,2000,,2,2,3,3,3,3,3,2,2,2,2,5,4,5,5,4,3,4,5,4,4,4,4,4,5,4,3,3,2,3,2,2,5,4,4,4,2,3,4,5,4,5,3,3,2,4,5,5,4,4,3,4,2,3,5,5,5,4,2,4,4,3,4,4,5,4,5,3,2,3,4,4,5,3,4,5,2,1,2,2,3,5,5,5,3,5,2,3,1,5,5,3,4,5,5,4,3,4,1,5,1,2,4,4,2,5,2,4,5,2,4,2,2,4,4,1,5,2,4,4.25,4.5,1.6666666667,1.5,4.25,4.5,1.6666666667,2,8.3333333333,7.3333333333,4.6,2.2,4,4,3.75,2.25,3.875,3.125,4.3636363636,2.3636363636,4.625,3.125,4.2878787879,2.8712121212,1,2,1.5,1.5,0
"188","FoWo15SK23",188,7,1,1999,,3,3,3,2,2,4,3,4,2,4,2,4,4,5,5,3,5,5,5,5,4,5,5,5,5,5,4,5,4,4,3,3,5,4,5,3,2,3,5,5,4,5,4,4,3,4,5,5,5,4,3,5,3,3,3,5,5,5,3,3,4,3,3,3,5,3,5,4,3,5,4,5,5,2,3,5,4,3,2,3,5,5,5,4,4,2,3,4,1,5,5,3,5,5,5,5,1,5,1,5,1,1,2,4,1,4,1,3,4,1,4,1,1,2,3,1,4,1,3,4.25,3,1,1,3.5,3,1,1,8.5,7,4.2,3,5,4.75,4.75,3.5,4.875,4.125,4.3636363636,2.8181818182,4.625,3.375,4.6212121212,3.4393939394,1.5,1.5454545455,1.25,1.25,0.25
"189","FoWo15SK24",189,7,1,2000,,3,3,2,1,2,4,3,4,3,3,2,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,4,3,3,5,5,5,4,4,3,3,4,5,5,4,4,2,3,3,4,4,3,3,4,4,3,3,2,4,4,4,3,4,3,4,3,2,3,3,3,4,4,3,4,4,3,5,4,3,4,4,4,5,3,3,2,3,2,5,5,5,5,4,5,3,4,1,2,2,3,1,3,1,3,4,4,3,1,1,2,3,1,2,3,2,3.75,2.5,2,1,3,2,2,2,6,2,4.2,3,5,5,4.75,4,4.875,4.5,4.3636363636,3.1818181818,4,3,4.4128787879,3.5606060606,4,1.1818181818,1,0.75,0
"190","FoWo15SK25",190,7,1,2000,,1,1,1,2,2,3,3,3,4,4,3,4,3,4,4,2,4,5,4,4,4,5,5,5,5,3,3,3,3,4,4,4,4,3,3,3,2,4,4,3,4,3,4,3,2,3,4,3,4,5,3,4,3,4,4,3,3,3,3,2,2,2,3,2,4,3,4,4,4,3,4,4,3,2,1,2,3,4,3,2,4,4,3,3,4,3,4,3,2,4,3,3,4,5,5,5,4,4,2,4,1,1,3,4,1,2,1,3,4,2,3,1,1,5,4,3,4,3,4,3.75,2.5,1.3333333333,1,3.75,4.5,2,2,6.6666666667,6,3.4,3.4,4.25,4.75,3.5,3.75,3.875,4.25,2.9090909091,2.7272727273,3.625,2.875,3.4696969697,3.2840909091,0.6666666667,0.1818181818,0.75,-0.25,-0.5
"191","FoWo15SK26",191,7,1,2000,,2,2,2,1,2,3,3,4,3,4,4,5,5,4,5,3,5,5,5,5,4,5,4,5,4,5,4,4,5,4,4,4,5,4,5,3,4,5,5,5,4,3,3,4,5,5,5,5,4,4,4,4,3,3,4,3,4,3,2,3,3,3,5,5,5,3,4,4,4,4,3,4,4,3,2,5,2,1,3,2,5,4,5,3,3,2,3,4,2,3,4,5,5,5,5,5,5,5,2,5,3,1,4,5,2,5,1,5,4,2,5,2,1,4,5,2,3,1,4,5,4.5,1.6666666667,2,4.5,3.5,1.6666666667,1.5,8.8333333333,7.8333333333,4.4,3.6,5,4.5,4.25,4.25,4.625,4.375,4.0909090909,3.1818181818,4,3.125,4.2386363636,3.5606060606,1,0.9090909091,0.875,0,0.5
"192","FoWo15SK27",192,7,1,1999,,2,3,2,1,1,4,3,2,1,2,2,4,3,5,4,3,5,5,5,5,5,4,5,5,5,5,4,5,2,3,2,2,3,4,5,4,2,4,5,5,3,4,4,5,2,5,5,5,5,3,3,2,5,2,4,4,5,4,4,4,4,4,5,4,5,3,4,3,4,2,3,4,4,3,3,4,2,2,2,3,5,4,5,4,3,4,1,2,2,3,5,4,5,5,5,5,3,,,,,,,,,,,,3,5,5,4,1,1,4,2,2,4,3,,,,,3.75,1.5,2.6666666667,4,,-1.6666666667,3.8,2,5,4.75,4.75,2.25,4.875,3.5,3.9090909091,3,4.375,3.5,4.3863636364,3.3333333333,1.6666666667,0.9090909091,0.875,2.5,0.25
"193","FoWo15SK28",193,7,1,2000,,3,3,2,2,3,4,3,2,3,2,3,2,4,4,4,2,5,5,5,5,4,5,5,5,5,4,4,5,3,,,3,4,5,5,3,3,5,4,4,2,4,4,5,2,4,5,5,5,4,3,5,4,4,4,5,4,4,3,3,4,2,3,4,4,4,5,3,,2,3,4,4,4,2,5,3,2,2,3,5,5,5,4,3,4,3,3,2,4,5,5,5,5,5,5,3,5,2,5,1,1,2,5,2,4,1,5,3,5,4,3,1,5,3,3,3,,3,5,3,1.6666666667,1,3.25,4,3,1.5,9.3333333333,4.5,3.2,2.6,5,4.75,4.5,1.5,4.75,3.125,3.9090909091,3,4.5,3.5,4.3863636364,3.2083333333,4.8333333333,0.9090909091,1,3,0.25
"194","FoWo15SK29",194,7,1,1999,,3,3,2,3,3,4,2,3,3,3,2,4,3,3,4,3,5,5,5,5,4,5,5,4,5,4,4,4,3,4,3,3,4,4,4,4,3,3,4,3,4,3,4,4,2,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,3,3,3,2,3,3,3,3,2,3,3,3,4,3,3,4,3,4,4,4,3,3,4,2,3,4,2,5,4,4,4,3,,,,,,,,,,,,3,4,3,2,2,3,2,5,3,4,3,,,,,2.75,3,3.6666666667,3,,-1.1666666667,3.4,2.6,5,4.5,4.25,3.25,4.625,3.875,3.3636363636,3,3.875,3.625,3.9545454545,3.5,1.1666666667,0.3636363636,0.25,1,0.5
"195","FoWo15SK30",195,7,1,2000,,3,4,3,3,3,3,3,2,4,5,2,5,5,4,5,4,4,4,4,3,4,4,5,4,5,5,5,4,2,2,2,2,5,4,4,3,2,2,4,4,4,4,4,4,3,3,5,4,4,4,3,3,3,3,3,4,4,4,4,3,2,3,5,5,4,4,5,2,3,1,4,4,4,3,3,5,2,3,3,2,3,4,5,4,4,1,2,1,2,4,4,3,3,5,5,5,3,4,3,5,2,3,4,4,2,4,2,4,3,2,4,2,2,3,3,3,2,2,3,4.25,4,2.6666666667,2,3.25,2.5,2.3333333333,2,5.8333333333,2.6666666667,4.6,3.2,3.75,4.25,4.75,2,4.25,3.125,4,2.6363636364,4,3,4.0833333333,2.9204545455,3.1666666667,1.3636363636,1,2.75,-0.5
"196","FoWo16_GB1",196,8,2,2005,,,,,,,2,2,2,3,4,2,4,5,4,2,5,5,4,4,5,4,4,4,4,5,5,5,5,4,4,3,4,4,4,4,2,3,4,4,5,5,5,4,4,1,4,5,5,5,4,4,5,4,4,4,4,5,5,3,4,3,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,2,2,4,4,5,5,4,5,2,4,5,3,1,5,4,5,,,,,5,3,5,1,2,4,5,1,5,1,4,4,3,,1,2,3,4,2,4,2,4,4.75,4.5,2,1,3,3.5,2.3333333333,1.5,10,4.1666666667,4,2.6,4.5,4,5,3.75,4.75,3.875,4.6363636364,2.7272727273,4.625,3.875,4.6704545455,3.4924242424,5.8333333333,1.9090909091,0.75,1.25,0.5
"197","FoWo16_GB2",197,8,1,2005,2,3,1,,,,2,4,4,3,4,5,5,5,3,5,5,4,4,1,4,4,3,5,3,5,5,5,5,5,4,5,5,5,5,5,3,5,4,5,5,3,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,3,4,3,5,5,5,5,4,5,5,5,4,5,5,4,5,1,3,4,3,1,5,3,4,,,,,5,,2,1,1,5,5,3,5,1,5,4,4,5,2,3,3,3,3,5,3,5,4.25,5,1.3333333333,1,4.25,4,3.3333333333,2.5,10.1666666667,4.1666666667,4.6,4,3.25,3.75,5,4.75,4.125,4.25,4.8181818182,3.9090909091,5,4.875,4.6477272727,4.3446969697,6,0.9090909091,0.125,0.25,-0.5
"198","FoWo16_GB3",198,8,2,2005,,2,,,,,2,3,3,2,3,2,4,5,3,4,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,4,5,5,4,5,,5,5,5,4,5,5,5,5,4,3,5,5,5,5,4,3,5,4,5,5,3,5,5,3,3,3,4,5,5,5,3,4,3,5,3,4,5,3,5,5,3,4,3,4,5,5,5,5,5,2,3,4,3,1,5,5,5,,,,,5,3,5,3,3,3,5,3,4,5,5,4,3,3,,2,3,3,1,4,4,3,5,3.5,3,4,3.25,3.5,2,2,2.5,4,4.2,2.6,5,4.25,4.75,4.75,4.875,4.5,4.6363636364,3.4545454545,4.75,3.75,4.7537878788,3.9015151515,-1.5,1.1818181818,1,0,0.75
"199","FoWo16_GB4",199,8,1,2005,1,1,1,,,,1,4,1,4,3,2,5,2,5,4,,3,3,3,3,4,4,5,4,,,,,5,4,3,3,2,,,2,5,5,4,5,3,4,3,3,2,3,4,4,,3,3,4,3,1,3,3,3,3,4,4,4,4,4,5,5,5,4,4,1,3,1,5,4,1,1,5,1,1,1,3,3,4,5,4,5,3,4,2,2,3,5,2,3,,,,,5,,,,,,,,,,,2,3,5,1,1,,1,1,3,3,1,,,,,2.25,1.5,1.6666666667,2,,0.3333333333,3.2,2.8,3,4.25,,3.75,,4,2.6363636364,2.5454545455,2.875,3.375,1.8371212121,3.3068181818,-0.3333333333,0.0909090909,-0.5,-3.75,-1.25
"200","FoWo16_GB5",200,8,1,2005,2,1,2,,,,1,3,2,4,4,5,5,3,4,2,5,4,4,5,5,5,4,5,4,5,4,4,4,4,3,3,3,4,4,5,4,3,3,4,4,5,4,4,4,4,4,5,5,4,4,4,4,5,4,4,5,5,5,4,3,4,4,5,5,5,5,5,4,4,4,4,3,5,5,4,5,4,4,5,4,5,4,5,3,5,2,3,2,2,2,4,1,5,,,,,5,2,5,2,1,2,4,1,3,2,3,4,1,4,1,1,3,4,1,4,2,3,4.25,2.5,1.3333333333,2,3.75,3.5,1,1.5,5.6666666667,7,3.8,3.6,4.5,4.5,4.25,3.25,4.375,3.875,4.4545454545,3.5454545455,4.625,4,4.4848484848,3.8068181818,-1.3333333333,0.9090909091,0.625,1,0
"201","FoWo16_GB6",201,8,1,2005,1,2,3,,,,1,4,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,3,3,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,3,4,5,5,5,5,5,5,5,4,5,4,5,5,4,4,4,1,4,5,5,5,5,5,4,4,4,4,3,3,5,3,3,1,2,4,3,2,5,5,5,,,,,5,2,5,1,1,4,5,2,4,2,5,5,5,5,3,3,4,4,1,5,2,5,5,4,1.6666666667,1.5,4.75,4.5,3,2.5,9.3333333333,6,4.6,4.6,5,5,5,5,5,5,4.5454545455,3.7272727273,5,4.25,4.8484848485,4.3257575758,3.3333333333,0.8181818182,0.75,0,0
"202","FoWo16_GB7",202,8,2,2005,2,3,3,,,,2,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,1,1,1,5,5,3,5,5,1,1,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,3,2,3,4,5,5,4,5,3,5,5,4,4,5,5,5,5,5,3,4,2,5,1,5,5,5,,,,,5,3,5,2,2,2,5,3,4,1,5,5,5,5,5,4,5,5,5,5,5,5,5,3,2.6666666667,1.5,5,5,4.6666666667,5,7.3333333333,0.3333333333,4.8,4.6,5,5,4.75,4.5,4.875,4.75,4.4545454545,2.5454545455,4.625,5,4.6515151515,4.0984848485,7,1.9090909091,-0.375,0.25,0
"203","FoWo16_GB8",203,8,1,2004,2,1,2,,,,1,3,4,5,4,4,4,5,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,4,5,4,4,4,5,4,4,3,5,3,4,4,3,4,3,5,4,5,4,3,3,3,3,5,5,5,5,3,3,2,3,4,1,5,3,2,2,1,3,2,3,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4.75,5,5,4.75,4.875,4.875,4.8181818182,3.7272727273,4.375,3.875,4.6893939394,4.1590909091,0,1.0909090909,0.5,0.25,-0.25
"204","FoWo16_GB9",204,8,1,2004,,2,,,,,1,4,4,3,4,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,3,5,4,3,3,3,5,4,5,2,2,4,3,5,5,5,3,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,4,4,5,5,5,5,5,3,4,2,4,5,5,5,5,5,4,5,3,4,5,4,3,4,,4,4,3,4,3,4,2,4,,,,,5,2,5,2,2,2,5,2,2,2,5,4,3,4,2,2,2,4,2,4,3,4,5,2,2,2,4,3,2.3333333333,2.5,6,3.6666666667,4.6,3.6,5,5,4,3.25,4.5,4.125,4.7272727273,3.2727272727,5,4.25,4.7424242424,3.8825757576,2.3333333333,1.4545454545,0.75,0.75,0
"205","FoWo16_GB10",205,8,1,2005,3,3,3,,,,1,4,3,4,4,2,4,4,3,3,4,5,5,5,5,4,4,5,4,4,4,4,4,3,3,3,4,3,3,4,2,2,4,3,4,4,5,3,4,2,4,5,4,5,4,3,4,4,5,3,4,4,5,5,4,3,4,5,5,5,5,3,3,4,3,3,3,4,3,3,4,4,3,2,3,2,3,3,4,4,3,5,,2,3,4,3,4,,,,,5,3,4,3,2,3,4,3,4,3,5,4,3,3,3,2,4,3,2,3,4,3,4.5,3.5,2.6666666667,3,3.25,3.5,2.3333333333,3.5,3.8333333333,0.6666666667,3.6,3.4,5,4.25,4,3.25,4.5,3.75,3.6363636364,2.6363636364,4.25,4,4.1287878788,3.4621212121,3.1666666667,1,0.25,0.75,0.75
"206","FoWo16_GB11",206,8,1,2005,1,2,2,,,,1,3,4,4,3,2,4,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,3,5,5,4,5,5,5,3,4,4,4,4,5,5,5,4,5,5,3,3,3,5,4,3,4,4,5,4,4,4,5,4,4,5,4,4,3,4,2,5,4,4,,,,,5,1,5,1,1,1,5,1,3,5,1,5,5,4,2,2,5,3,1,3,2,4,4,2,1,3,4,4,2.6666666667,2,3,5.3333333333,4.6,3.2,4.5,5,5,5,4.75,5,4.6363636364,4.1818181818,4.625,4,4.6704545455,4.3939393939,-2.3333333333,0.4545454545,0.625,0,-0.5
"207","FoWo16_GB12",207,8,2,2006,1,2,3,,,,2,3,5,2,4,2,3,5,4,5,3,5,5,5,5,3,3,4,3,5,4,5,4,3,3,4,3,3,5,5,4,1,3,5,5,4,5,4,3,2,3,5,5,5,5,4,3,4,4,3,4,3,4,5,3,3,5,3,4,5,3,5,2,1,3,2,4,5,4,4,5,2,1,1,3,5,3,5,4,3,1,5,4,3,3,5,3,5,,,,,5,1,5,1,1,3,5,3,3,1,5,5,4,5,1,1,3,5,5,3,1,5,5,3,1.6666666667,1,5,3,3.3333333333,1,9.3333333333,7.6666666667,4,3.2,5,3.25,4.5,3.25,4.75,3.25,4.5454545455,2.2727272727,4.25,3.875,4.5151515152,3.1325757576,1.6666666667,2.2727272727,0.375,1.25,1.75
"208","FoWo16_GB13",208,8,1,2005,2,1,3,,,,2,3,3,5,2,4,4,5,5,4,5,5,3,3,3,3,3,5,4,5,5,5,5,4,4,4,4,5,5,5,4,5,5,5,5,5,5,4,3,3,5,5,5,5,5,4,3,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,3,,,5,5,4,3,5,4,3,5,3,3,4,4,2,5,1,5,1,2,3,5,4,5,,,,,5,1,5,1,1,2,5,1,5,1,5,5,3,5,1,1,4,5,1,5,1,5,5,3.5,1,1,5,4.5,1.6666666667,1,10.5,10.8333333333,4.6,3.4,3.5,3.75,5,4,4.25,3.875,4.7272727273,3.6363636364,5,4.125,4.6590909091,3.8787878788,-0.3333333333,1.0909090909,0.875,1,-0.25
"209","FoWo16_GB14",209,8,2,2005,2,1,2,,,,2,2,2,3,2,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,3,4,5,2,4,5,5,4,4,5,5,4,1,4,5,5,4,4,5,4,5,3,5,5,4,4,4,4,3,3,4,5,5,5,5,4,4,4,4,4,4,4,5,5,2,3,3,4,5,5,5,4,4,2,4,5,4,1,5,5,5,,,,,5,3,4,3,3,1,4,5,3,1,3,4,3,5,3,2,5,4,4,3,1,4,4,2,3.6666666667,2,4.25,4,3,2,2.3333333333,5.5,4.8,2.4,5,5,4.75,4.25,4.875,4.625,4.3636363636,3.1818181818,4.5,3.875,4.5795454545,3.8939393939,-3.1666666667,1.1818181818,0.625,0.5,0
"210","FoWo16_GB15",210,8,2,2005,1,1,1,,,,2,2,2,3,4,2,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,3,4,3,4,5,2,4,5,5,4,4,5,5,3,2,4,5,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,3,4,4,3,3,5,4,4,2,3,5,5,5,4,4,3,2,1,3,1,5,5,5,,,,,5,3,4,1,2,1,4,5,4,3,4,4,3,5,1,2,3,4,2,4,2,5,4.25,2.5,3.3333333333,2,4.5,3.5,2.3333333333,1.5,3.6666666667,7.1666666667,4.6,2.6,5,4.75,4.75,3.75,4.875,4.25,4.0909090909,3.0909090909,4.625,4,4.5303030303,3.7803030303,-3.5,1,0.625,1,0.25
"211","FoWo16_GB16",211,8,2,2004,1,1,1,,,,2,3,2,4,3,2,5,5,4,5,4,4,4,5,4,5,4,5,4,5,5,5,5,3,4,4,4,4,5,5,3,3,4,5,4,5,5,4,2,1,3,5,5,5,4,3,2,3,4,4,5,5,4,5,4,3,4,4,,2,4,5,2,1,1,3,2,5,5,5,5,3,3,2,3,5,4,5,5,5,4,1,2,1,2,5,1,5,,,,,5,5,5,5,5,5,5,3,3,5,5,3,4,2,3,3,2,2,2,2,4,3,5,4,4.3333333333,5,2.5,2,3,3.5,-0.3333333333,-3,4.6,2.8,4.25,4.5,5,3.75,4.625,4.125,4.8181818182,2.5454545455,4.625,3.5,4.6893939394,3.3901515152,2.6666666667,2.2727272727,1.125,1.25,-0.25
"212","FoWo16_GB17",212,8,1,2004,2,1,2,,,,1,5,3,3,3,2,5,5,4,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,4,4,3,3,5,5,5,5,5,5,2,3,5,5,3,2,3,5,3,3,5,3,3,4,5,4,3,4,4,5,4,4,4,3,2,3,4,5,4,2,3,5,4,3,5,4,4,5,2,4,3,3,1,4,3,2,3,5,3,,,,,3,3,4,3,2,1,3,1,3,2,2,4,5,4,,2,3,3,2,5,2,3,3,2,2,2.5,3.5,4,3,1,1,6,4.8,3.2,4.25,5,5,3.75,4.625,4.375,4,3.3636363636,3.75,3.75,4.125,3.8295454545,-5,0.6363636364,0,1.25,-0.75
"213","FoWo16_GB18",213,8,2,2004,,,,,,,2,3,5,3,2,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,3,2,5,5,5,5,5,3,2,5,4,3,5,5,3,2,5,5,5,4,3,5,4,3,4,3,5,5,5,5,2,3,3,5,3,5,,5,5,2,5,5,5,5,5,4,5,5,2,4,4,5,5,5,3,5,3,1,5,1,2,5,5,5,,,,,5,2,5,1,2,5,5,1,4,2,5,5,2,5,1,1,5,4,1,5,1,4,5,4.5,1.6666666667,1.5,4.5,5,1.3333333333,1,9.8333333333,10.6666666667,4.6,3,5,5,4.5,3.5,4.75,4.25,4.6363636364,3.1818181818,4.375,3.625,4.5871212121,3.6856060606,-0.8333333333,1.4545454545,0.75,1,0
"214","FoWo16_GB19",214,8,1,2005,2,2,3,,,,2,2,3,3,2,3,5,4,3,4,3,3,3,3,4,5,5,5,5,5,4,5,5,5,4,4,3,3,3,4,3,2,4,4,3,5,4,4,3,1,3,4,5,5,4,3,5,4,5,4,3,4,4,5,5,3,4,4,3,5,4,3,3,1,3,3,2,4,3,3,5,4,2,2,4,4,5,5,4,5,3,4,3,3,1,5,3,3,,,,,5,1,5,1,1,1,5,,5,1,5,1,4,3,4,2,5,1,1,3,5,3,5,3,0.6666666667,1,2,4,2.3333333333,4.5,10.3333333333,-3.3333333333,3.8,2.6,3.25,5,4.75,4,4,4.5,3.7272727273,2.5454545455,4.125,4.25,3.9507575758,3.7651515152,13.6666666667,1.1818181818,-0.125,0.75,-1.75
"215","FoWo16_GB20",215,8,1,2005,2,2,2,,,,1,3,1,3,4,3,4,4,3,5,3,3,2,3,3,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,3,5,5,4,5,5,5,4,3,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,3,5,4,5,3,2,4,3,3,3,3,4,5,2,2,2,3,4,5,5,5,5,4,5,4,2,2,5,1,3,,,,,5,2,5,1,2,3,4,,3,1,3,3,5,4,2,4,5,3,2,3,3,3,4.25,3,1.3333333333,1,3.25,4,3.6666666667,2.5,8.1666666667,1.8333333333,3.8,2.8,2.75,5,5,4.25,3.875,4.625,4.4545454545,3.3636363636,5,4.75,4.4431818182,4.2462121212,6.3333333333,1.0909090909,0.25,0.75,-2.25
"216","FoWo16_GB21",216,8,1,2005,2,2,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,,,,,5,1,5,1,1,4,5,1,5,1,5,5,5,5,5,1,5,5,1,5,1,5,5,4.5,1,1,5,5,2.3333333333,3,11.5,6.6666666667,5,5,5,5,5,5,5,5,5,4.5454545455,5,5,5,4.8484848485,4.8333333333,0.4545454545,0,0,0
"217","FoWo16_GB22",217,8,1,2005,1,2,3,,,,1,3,3,2,4,3,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,2,3,5,5,5,5,3,4,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,4,3,5,3,5,5,5,5,5,3,1,1,1,1,5,5,5,5,1,3,5,3,1,5,5,5,,,,,5,1,5,1,1,5,5,5,5,1,5,5,5,5,1,1,5,5,5,3,3,5,5,5,2.3333333333,1,5,4,3.6666666667,2,10.6666666667,6.3333333333,4.2,3,5,4.75,5,3,5,3.875,5,2.9090909091,4.875,4.375,4.9583333333,3.7196969697,4.3333333333,2.0909090909,0.5,2,0.25
"218","FoWo16_GB23",218,8,1,2004,1,3,2,,,,2,4,1,,5,2,4,4,3,4,5,4,4,4,4,5,5,5,5,4,4,4,5,3,4,3,3,5,5,5,5,4,5,4,3,4,5,4,3,3,3,5,5,5,5,3,2,4,3,4,4,4,4,4,1,2,2,5,5,5,5,5,4,5,5,4,5,4,3,3,5,4,2,2,4,4,4,4,4,5,2,2,3,1,2,3,3,4,,,,,5,2,5,2,1,3,4,1,5,1,5,4,2,5,2,1,2,3,1,4,2,4,4.75,4,1.3333333333,1.5,4,3,1.3333333333,2,9.1666666667,5.6666666667,4,2.4,4,5,4.25,3.25,4.125,4.125,4.1818181818,3.1818181818,4.5,2.625,4.2689393939,3.3106060606,3.5,1,1.875,1,-1
