"","FB_ID","Ind","Class","Gender","YOB","NuT","Math","German","Physics","Biology","Chemistry","Group","PO1_indoor","PO2_indoor","PO3_indoor","PO4_indoor","PO5_indoor","PO1_outdoor","PO2_outdoor","PO3_outdoor","PO4_outdoor","PO5_outdoor","RS01_outdoor","RS02_outdoor","RS03_outdoor","RS04_outdoor","RS01_indoor","RS02_indoor","RS03_indoor","RS04_indoor","RT01_outdoor","RT02_outdoor","RT03_outdoor","RT04_outdoor","RT01_indoor","RT02_indoor","RT03_indoor","RT04_indoor","AR01_outdoor","AR02_outdoor","AR03_outdoor","AR01_indoor","AR02_indoor","AR03_indoor","AW01_outdoor","AW02_outdoor","AW03_outdoor","AW04_outdoor","AW01_indoor","AW02_indoor","AW03_indoor","AW04_indoor","KHU01_outdoor","KHU02_outdoor","KHU03_outdoor","KHU04_outdoor","KHU01_indoor","KHU02_indoor","KHU03_indoor","KHU04_indoor","KS01_outdoor","KS02_outdoor","KS03_outdoor","KS04_outdoor","KS01_indoor","KS02_indoor","KS03_indoor","KS04_indoor","R01_outdoor","R02_outdoor","R03_outdoor","R04_outdoor","R05_outdoor","R01_indoor","R02_indoor","R03_indoor","R04_indoor","R05_indoor","AB01_outdoor","AB02_outdoor","AB03_outdoor","AB04_outdoor","AB01_indoor","AB02_indoor","AB03_indoor","AB04_indoor","S01_outdoor","S02_outdoor","S03_outdoor","S04_outdoor","S05_outdoor","S01_indoor","S02_indoor","S03_indoor","S04_indoor","W01_outdoor","W02_outdoor","W03_outdoor","W04_outdoor","E01_outdoor","E02_outdoor","E03_outdoor","E04_outdoor","InR1_outdoor","IjR1_outdoor","InR2_outdoor","ExR1_outdoor","IjR2_outdoor","IdR1_outdoor","InR3_outdoor","IjR3_outdoor","IdR2_outdoor","ExR2_outdoor","InR4_outdoor","InR1_indoor","IjR1_indoor","InR2_indoor","ExR1_indoor","IjR2_indoor","IdR1_indoor","InR3_indoor","IjR3_indoor","IdR2_indoor","ExR2_indoor","InR4_indoor","InR_outdoor","IdR_outdoor","IjR_outdoor","ExR_outdoor","InR_indoor","IdR_indoor","IjR_indoor","ExR_indoor","SDI_outdoor","SDI_indoor","PO_outdoor","PO_indoor","RS_outdoor","RS_indoor","RT_outdoor","RT_indoor","R_outdoor","R_indoor","A_outdoor","A_indoor","C_outdoor","C_indoor","BPN_outdoor","BPN_indoor","diff_SDI","diff_A","diff_C","diff_RT","diff_RS"
"252","FoWo16_MWB2",252,10,1,2005,2,2,3,1,,,,3,4,4,4,4,5,5,2,5,3,4,5,1,5,5,5,5,5,5,5,4,4,5,4,5,4,4,5,5,5,5,4,5,4,3,1,3,4,,4,5,5,4,3,4,4,3,4,4,3,4,3,4,5,4,4,4,3,5,3,4,4,2,2,3,3,3,2,3,4,3,4,3,4,5,4,5,5,5,5,3,4,3,2,2,3,2,,,,,5,2,3,2,1,3,4,2,3,2,5,5,4,5,1,1,4,3,1,3,1,4,4.25,3,1.6666666667,2,4.25,3.5,2,1,5.8333333333,8,4,3.8,3.75,5,4.5,4.5,4.125,4.75,3.5454545455,3.2727272727,3.875,4,3.8484848485,4.0075757576,-2.1666666667,0.2727272727,-0.125,0,-1.25
"253","FoWo16_MWB3",253,10,1,2005,1,3,2,2,,,,3,2,5,4,5,5,5,4,5,5,2,3,3,3,5,5,5,5,5,5,3,5,5,4,1,3,4,5,4,3,5,4,2,5,3,3,5,5,2,4,5,5,5,5,4,5,4,5,3,5,4,4,5,5,4,2,5,5,5,5,5,5,4,5,4,5,5,5,5,3,3,4,5,3,2,3,5,5,3,1,3,2,3,4,5,5,5,,,,,4,5,5,1,2,5,5,1,4,2,5,5,5,5,1,1,5,5,4,5,1,5,4.75,4.5,2.6666666667,1.5,5,5,3.3333333333,1,8.3333333333,9.6666666667,4.8,3.8,2.75,5,4.5,3.25,3.625,4.125,4,3.6363636364,4.5,4.25,4.0416666667,4.0037878788,-1.3333333333,0.3636363636,0.25,1.25,-2.25
"254","FoWo16_MWB4",254,10,1,2004,,,,1,,,,3,2,4,5,4,5,3,5,3,4,4,3,4,4,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,4,5,4,3,2,2,5,4,3,5,5,5,5,3,4,3,5,3,3,3,5,3,2,3,3,4,5,4,5,5,5,3,5,5,5,,3,4,5,,2,3,3,5,4,5,5,4,3,1,3,3,3,3,1,3,,,,,5,3,5,1,2,3,5,2,5,1,5,5,2,4,1,1,3,4,1,3,1,5,5,4,2.3333333333,1,4.5,3,1.3333333333,1,9.6666666667,8.6666666667,4,3.6,3.75,4.75,4.75,4.75,4.25,4.75,3.7272727273,3.1818181818,4.25,3.25,4.0757575758,3.7272727273,1,0.5454545455,1,0,-1
"255","FoWo16_MWB5",255,10,1,2005,,,,,,,,5,4,5,4,4,5,5,5,5,5,4,4,4,5,4,5,4,4,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,,,,,3,5,5,5,,,,,5,5,5,5,5,,,,,,5,5,5,5,4,4,4,4,5,4,5,5,5,1,1,3,2,3,5,2,4,,,,,5,5,5,1,1,5,5,1,5,1,5,4,5,5,4,1,5,3,1,4,3,3,5,5,2.3333333333,1,3.75,4.5,2.3333333333,3.5,10.6666666667,2.6666666667,5,4.4,4.25,4.25,5,4.5,4.625,4.375,5,3.8181818182,4.75,0,4.7916666667,2.7310606061,8,1.1818181818,4.75,0.5,0
"256","FoWo16_MWB6",256,10,1,2004,2,1,3,1,,,,5,3,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,3,1,5,1,1,5,5,5,,,,,5,1,5,1,1,1,5,1,5,1,5,5,1,5,1,1,5,5,1,5,1,5,5,3,1,1,5,5,1,1,10,12,5,4,5,5,5,4.75,5,4.875,5,3.8181818182,4.875,4.625,4.9583333333,4.4393939394,-2,1.1818181818,0.25,0.25,0
"257","FoWo16_MWB7",257,10,1,2005,2,3,3,1,,,,4,3,3,4,4,,5,2,1,5,5,4,3,4,4,3,3,3,5,5,5,5,4,4,4,4,3,4,,3,4,3,4,2,1,4,3,3,2,4,5,5,5,1,4,4,3,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,3,5,5,5,3,1,1,5,3,4,3,5,5,2,5,5,5,4,5,4,3,3,3,2,5,,,,,5,3,5,1,1,5,5,1,4,1,4,4,5,5,2,1,5,3,1,5,1,4,4.75,4.5,1.6666666667,1,4,5,2.3333333333,1.5,10.3333333333,7.6666666667,2.6,3.6,4,3.25,5,4,4.5,3.625,2.5454545455,3.0909090909,4.25,4.375,3.7651515152,3.696969697,2.6666666667,-0.5454545455,-0.125,1,0.75
"258","FoWo16_MWB8",258,10,1,2004,3,3,3,3,,,,3,1,4,4,4,5,3,4,3,4,5,3,5,4,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,5,5,3,5,5,4,3,5,5,4,5,4,3,3,5,4,5,5,4,5,5,4,3,3,4,5,5,5,5,3,4,3,3,3,5,5,5,5,4,2,2,3,4,1,,2,2,1,1,1,3,4,2,1,4,,,,,5,5,4,3,4,5,5,1,5,2,5,3,3,2,5,3,4,2,1,3,4,2,4.75,5,3.3333333333,2.5,2.25,3.5,2.3333333333,4.5,6.1666666667,-3.3333333333,3.8,3.2,4.25,5,4.5,4,4.375,4.5,4.8181818182,3.4545454545,4.625,3.75,4.6060606061,3.9015151515,9.5,1.3636363636,0.875,0.5,-0.75
"259","FoWo16_MWB9",259,10,1,2005,2,,2,2,,,,1,2,4,3,3,3,2,4,2,5,5,4,5,5,5,5,4,5,3,4,4,5,2,4,4,5,2,4,5,2,4,5,3,4,3,3,3,5,5,5,5,5,4,3,4,5,3,5,4,5,5,5,4,4,3,5,5,5,5,5,3,5,2,5,4,5,4,2,2,3,5,2,2,3,5,5,3,4,5,3,5,4,3,3,5,1,5,,,,,5,4,5,1,2,3,4,1,5,5,4,5,4,5,3,4,4,3,1,3,3,3,4.5,4,2.3333333333,3,4,3.5,3,3,4.6666666667,2.5,3.2,2.6,4.75,4.75,4,3.75,4.375,4.25,3.1818181818,3.2727272727,4.5,4.125,4.0189393939,3.8825757576,2.1666666667,-0.0909090909,0.375,0.25,0
"260","FoWo16_MWB10",260,10,1,2005,3,4,3,,,,,4,5,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,4,5,,,,,5,5,5,1,1,1,5,1,5,1,5,5,5,5,1,1,2,5,1,5,1,5,5,3,2.3333333333,1,5,3.5,2.3333333333,1,8.6666666667,9.1666666667,4.8,4.2,5,5,5,4.75,5,4.875,5,4.4545454545,5,5,5,4.7765151515,-0.5,0.5454545455,0,0.25,0
"261","FoWo16_MWB11",261,10,1,2005,,,2,,,,,2,3,4,3,2,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,5,5,4,3,5,5,5,5,4,4,5,5,4,5,4,5,5,4,4,4,4,4,3,5,4,3,4,3,4,3,3,5,4,4,5,5,4,3,4,5,5,5,4,3,4,4,4,4,1,5,4,5,,,,,4,1,5,1,1,1,5,1,3,1,5,4,2,4,1,1,1,3,1,4,2,5,4.75,2,1,1,4,2.5,1.3333333333,1.5,8.5,6.1666666667,4.2,2.8,5,5,4,4,4.5,4.5,4,3.6363636364,4.75,4.25,4.4166666667,4.1287878788,2.3333333333,0.3636363636,0.5,0,0
"262","FoWo16_MWB12",262,10,1,2005,2,2,3,2,,,,2,3,5,5,3,2,5,1,3,4,2,3,3,3,5,5,5,5,5,4,3,4,5,3,3,3,3,4,4,4,3,3,5,3,2,5,4,3,2,4,5,4,4,1,4,3,4,4,4,4,4,5,4,4,3,3,4,4,5,4,2,3,4,3,4,4,4,1,1,3,4,4,1,3,5,2,3,3,5,1,5,3,2,3,3,1,2,,,,,5,1,5,1,1,3,5,2,3,1,4,5,2,5,1,2,5,5,1,5,2,4,4.75,3,1.3333333333,1,4.75,5,1.6666666667,1.5,9.1666666667,9.8333333333,3,3.6,2.75,5,4,3.5,3.375,4.25,3.1818181818,2.8181818182,3.875,3.625,3.4772727273,3.5643939394,-0.6666666667,0.3636363636,0.25,0.5,-2.25
"263","FoWo16_MWB13",263,10,1,2005,,,,,,,,2,3,3,2,1,5,5,4,5,5,5,4,5,5,4,5,5,5,4,4,4,4,2,2,1,1,3,2,1,1,2,3,5,4,3,4,5,,,5,5,5,5,5,2,2,2,2,3,3,3,3,5,2,3,2,5,4,4,3,5,2,2,2,3,3,5,5,5,5,3,2,1,2,5,3,5,5,5,1,1,1,1,4,5,5,4,,,,,5,1,5,1,5,1,5,3,5,1,5,4,3,2,4,4,3,5,1,3,3,3,5,3,3,1,3.5,3,2.6666666667,3.5,8,0.3333333333,4.8,2.2,4.75,4.75,4,1.5,4.375,3.125,3.8181818182,1.9090909091,4,2.5,4.0643939394,2.5113636364,7.6666666667,1.9090909091,1.5,2.5,0
"264","FoWo16_MWB14",264,10,1,2005,2,3,3,2,,,,4,3,3,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,3,5,4,5,5,5,4,3,4,2,3,4,5,4,4,4,5,3,3,4,4,4,5,3,2,4,4,5,4,1,5,4,3,2,5,3,4,5,3,3,5,4,4,5,4,5,3,5,5,4,3,2,4,3,2,4,2,5,,,,,5,1,5,1,1,5,5,2,4,1,5,5,1,4,1,1,3,3,2,3,2,3,5,4.5,1.3333333333,1,3.75,3,1.3333333333,1.5,11.1666666667,6.1666666667,4.6,3.8,5,5,4.75,4.5,4.875,4.75,4.3636363636,3.3636363636,4.25,3.5,4.4962121212,3.8712121212,5,1,0.75,0.25,0
"265","FoWo16_MWB15",265,10,1,2006,1,2,1,1,,,,3,4,5,4,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,3,5,5,4,1,4,5,5,5,3,5,4,5,5,3,5,5,5,2,4,5,5,5,5,4,5,4,5,3,5,5,5,5,5,4,2,5,5,5,5,5,5,4,5,4,5,5,5,4,5,3,4,5,3,5,3,5,3,5,5,3,4,3,3,5,2,5,,,,,5,3,5,1,1,5,5,1,5,1,5,5,1,5,1,1,3,5,3,4,1,5,5,5,1.6666666667,1,5,3.5,1.6666666667,1,11.3333333333,9.8333333333,3.4,4.2,5,5,4.25,3.5,4.625,4.25,4.7272727273,3.6363636364,4.75,4.25,4.7007575758,4.0454545455,1.5,1.0909090909,0.5,0.75,0
"266","FoWo16_MWB16",266,10,1,2005,3,4,4,2,,,,2,3,3,1,4,5,4,3,3,4,4,3,2,4,5,4,4,4,5,4,4,5,4,3,2,2,3,3,4,1,3,4,5,5,5,5,4,3,4,5,5,5,4,4,3,4,4,4,5,4,5,4,3,4,3,3,3,5,5,5,3,4,3,3,4,4,2,4,3,5,3,2,1,2,4,5,5,5,5,3,3,3,2,3,5,3,3,,,,,5,3,5,1,2,3,5,5,4,1,5,3,4,4,2,3,4,3,4,4,4,3,5,3.5,3.3333333333,1,3.25,4,3.6666666667,3,8.1666666667,0.8333333333,3.8,2.6,3.25,4.25,4.5,2.75,3.875,3.5,4,2.6363636364,4.5,3.5,4.125,3.2121212121,7.3333333333,1.3636363636,1,1.75,-1
"267","FoWo16_MWB17",267,10,1,2005,,,,,,,,3,2,2,3,2,3,2,2,3,5,5,4,5,4,5,5,5,5,5,3,2,5,5,4,3,4,2,3,4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,5,4,5,4,4,4,4,4,5,4,3,4,4,3,5,5,5,3,4,5,4,5,4,5,3,2,3,5,3,2,5,3,3,5,4,4,3,5,5,3,3,5,1,5,,,,,5,1,5,1,1,3,5,1,5,1,3,5,1,5,1,1,3,4,1,5,1,4,4.5,4,1,1,4.5,4,1,1,10,10,3,2.4,4.5,5,3.75,4,4.125,4.5,3.5454545455,3.6363636364,4.5,4,4.0568181818,4.0454545455,0,-0.0909090909,0.5,-0.25,-0.5
"268","FoWo16_MWB18",268,10,1,2005,2,2,3,1,,,,3,4,4,5,3,5,5,4,5,4,4,4,4,4,3,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,5,5,5,5,4,5,4,3,5,4,4,4,4,2,3,4,5,4,1,5,5,5,4,4,5,4,4,4,4,4,5,5,4,5,3,2,4,5,5,3,4,4,1,3,3,2,2,,,,,4,3,5,1,2,3,5,2,4,1,4,4,3,4,2,2,4,4,3,4,3,4,4.5,3.5,2.3333333333,1,4,4,2.6666666667,2.5,8.1666666667,4.3333333333,4.6,3.8,4,3.75,5,4.25,4.5,4,4.1818181818,3.9090909091,4.625,3.625,4.4356060606,3.8446969697,3.8333333333,0.2727272727,1,0.75,0.25
"269","FoWo16_MWB19",269,10,1,2005,3,4,4,2,,,,3,3,3,4,4,2,4,2,2,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,5,5,5,4,5,4,5,2,4,4,5,4,5,4,5,5,3,5,5,5,5,5,2,4,5,5,5,5,3,5,5,5,5,5,2,5,4,3,2,1,1,5,5,5,5,5,,,,,5,1,5,1,1,2,5,4,5,1,4,5,5,5,1,1,3,5,5,5,1,5,4.75,3.5,2,1,5,4,3.6666666667,1,9,8.3333333333,3,3.4,4.75,5,4.75,5,4.75,5,4.8181818182,4.0909090909,4.25,4.5,4.6060606061,4.5303030303,0.6666666667,0.7272727273,-0.25,-0.25,-0.25
"270","FoWo16_MWB20",270,10,1,2004,4,5,3,2,,,,3,4,3,5,3,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,4,4,5,4,5,4,5,4,5,3,5,5,5,5,4,5,5,4,5,5,4,3,5,5,3,4,5,5,5,3,5,4,5,4,4,4,5,5,5,5,5,5,5,4,5,3,4,5,4,3,4,1,3,3,2,4,3,4,,,,,5,3,4,2,2,3,4,2,5,3,5,5,4,4,2,2,4,5,2,5,3,5,4.5,4,2.3333333333,2.5,4.75,4.5,2.6666666667,2.5,5.6666666667,6.3333333333,4.8,3.6,4.25,5,4.75,4.75,4.5,4.875,4.7272727273,4,4.5,4.5,4.5757575758,4.4583333333,-0.6666666667,0.7272727273,0,0,-0.75
"271","FoWo16_MWB21",271,10,1,2004,,,,,,,,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,3,3,3,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,3,3,5,5,5,4,4,4,5,4,5,5,4,4,4,5,5,4,3,4,4,4,4,4,5,3,5,5,5,4,4,4,3,4,4,5,5,3,4,4,4,4,1,4,3,2,3,4,2,4,,,,,3,2,4,3,2,3,4,4,3,3,4,4,3,5,3,2,3,4,2,4,4,5,3.75,3,2.6666666667,3,4.5,3.5,2.3333333333,3.5,1.8333333333,3.1666666667,3,3.2,3,4.25,3.25,4.25,3.125,4.25,4,3.8181818182,4.375,4.375,3.8333333333,4.1477272727,-1.3333333333,0.1818181818,0,-1,-1.25
"272","FoWo16_MWB22",272,10,1,2005,2,3,3,1,,,,5,5,5,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,3,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,2,3,3,4,5,5,5,5,3,4,5,3,5,5,5,4,5,4,1,3,2,2,5,5,5,,,,,5,1,5,1,1,2,5,1,5,1,5,5,2,3,2,1,2,3,1,3,4,2,5,3.5,1,1,3.25,2.5,1.3333333333,3,10.5,1.6666666667,4.6,4.2,5,5,5,4.75,5,4.875,5,4.0909090909,4.875,4.375,4.9583333333,4.446969697,8.8333333333,0.9090909091,0.5,0.25,0
"273","FoWo16_MWB23",273,10,1,2005,1,4,3,2,,,,3,3,2,3,4,4,4,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,4,5,4,3,4,4,3,3,5,5,5,3,5,5,5,3,5,4,5,3,4,5,4,5,5,5,5,5,4,5,5,5,5,5,4,4,4,3,3,4,4,4,5,4,4,3,3,2,5,4,3,5,2,4,4,3,1,5,3,5,,,,,5,3,5,1,4,4,5,2,5,2,5,4,4,5,1,2,3,4,2,3,2,5,5,4.5,3,1.5,4.5,3,2.6666666667,1.5,8.5,6.3333333333,3.8,3,5,4.75,5,4.5,5,4.625,4.1818181818,3.5454545455,4.625,4.375,4.6022727273,4.1818181818,2.1666666667,0.6363636364,0.25,0.5,0.25
"274","FoWo16_MWB24",274,10,1,2005,,,,,,,,2,2,4,4,2,4,3,5,3,3,3,3,5,4,4,4,5,3,5,4,3,5,3,3,3,3,3,3,5,3,4,4,4,5,3,5,5,4,2,4,5,4,4,3,4,4,3,4,5,4,5,5,5,3,4,4,4,4,5,3,4,3,3,3,3,4,3,2,3,3,3,2,2,3,4,2,5,3,5,2,2,3,2,5,3,1,2,,,,,5,2,5,3,2,3,3,1,3,1,3,4,3,4,3,2,4,3,,3,5,3,4,3,1.6666666667,2,3.5,3.5,1.6666666667,4,5.3333333333,0.8333333333,3.6,2.8,3.75,4,4.25,3,4,3.5,3.5454545455,3,4.375,3.875,3.9734848485,3.4583333333,4.5,0.5454545455,0.5,1.25,-0.25
"275","FoWo16_MWB25",275,10,1,2005,1,1,1,1,,,,3,3,4,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,3,4,3,3,3,4,4,5,5,4,5,4,4,4,4,5,5,4,4,4,4,5,4,4,5,5,5,5,5,5,4,5,4,5,4,3,4,5,5,4,4,5,5,5,5,4,5,4,4,5,3,2,5,2,5,,,,,5,2,5,1,1,4,4,3,5,2,4,4,2,5,1,1,4,3,3,5,2,4,4.5,4.5,2,1.5,4,4.5,2,1.5,8.5,7.5,4.2,3.8,5,5,4.75,4.75,4.875,4.875,4,3.9090909091,4.375,4.25,4.4166666667,4.3446969697,1,0.0909090909,0.125,0,0
"276","FoWo16_MWB26",276,10,1,2005,3,4,3,2,,,,3,4,3,5,4,4,5,5,3,4,5,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,5,5,5,5,4,5,5,5,4,3,5,4,4,5,5,5,5,5,4,4,4,4,5,4,5,5,3,3,5,4,4,5,5,4,4,4,3,4,3,5,5,4,5,5,4,4,5,4,5,4,5,5,2,1,1,4,3,1,5,4,3,,,,,5,2,5,1,1,5,5,1,5,1,5,4,5,5,2,2,5,5,3,4,2,4,5,5,1.3333333333,1,4.5,4.5,3.3333333333,2,11.6666666667,6.1666666667,4.2,3.8,4.25,4,4.75,4.25,4.5,4.125,4.6363636364,4.0909090909,4.875,3.875,4.6704545455,4.0303030303,5.5,0.5454545455,1,0.5,0.25
"277","FoWo16_MWB27",277,10,1,2004,,,,,,,,3,4,5,5,4,5,3,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,4,3,4,4,5,5,4,3,3,4,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,2,2,4,3,2,5,5,4,,,,,5,2,5,1,1,5,5,1,5,1,5,5,1,5,1,1,5,5,1,5,2,5,5,5,1.3333333333,1,5,5,1,1.5,11.6666666667,11,4.6,4.2,5,4.25,5,4.5,5,4.375,4.7272727273,4.3636363636,4.75,3.875,4.8257575758,4.2045454545,0.6666666667,0.3636363636,0.875,0.5,0.75
"278","FoWo16_MWB28",278,10,1,2005,,,,,,,,,3,2,4,2,4,4,1,4,4,5,5,5,5,5,4,5,5,3,1,2,3,3,3,4,4,3,3,3,4,3,3,4,4,3,4,4,4,3,4,4,2,5,2,4,4,4,4,4,4,5,5,3,3,4,4,4,4,1,5,5,4,3,2,3,5,3,3,4,4,3,3,3,,4,5,5,5,4,3,2,4,3,1,5,5,5,,,,,5,2,5,2,2,2,5,1,4,3,5,4,3,4,2,2,2,4,2,3,2,4,5,3,1.6666666667,2.5,4,2.5,2.3333333333,2,6.3333333333,4.1666666667,3.4,2.2,5,4.75,2.25,3.5,3.625,4.125,3.4545454545,2.8181818182,3.875,3.75,3.6515151515,3.5643939394,2.1666666667,0.6363636364,0.125,-1.25,0.25
"279","FoWo16_MWB29",279,10,1,2005,,5,3,4,,,,5,4,4,5,5,5,5,5,4,5,5,5,5,5,3,4,5,4,5,5,5,5,4,3,4,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,3,4,3,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,5,1,5,5,5,5,4,5,5,1,1,5,5,5,,,,,5,1,5,1,1,5,5,1,5,1,5,5,4,5,1,1,5,5,5,5,1,5,5,5,1,1,5,5,3.3333333333,1,12,9.6666666667,4.8,4.6,5,4,5,4,5,4,5,3.9090909091,5,4,5,3.9696969697,2.3333333333,1.0909090909,1,1,1
"280","FoWo16_MWB30",280,10,1,2005,2,3,3,2,,,,3,2,3,2,3,4,4,3,3,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,4,5,5,3,4,4,2,3,2,2,5,5,5,,,,,5,3,5,2,2,3,,4,4,2,5,5,5,5,2,2,4,4,2,3,2,4,3.75,3.5,3,2,4.5,3.5,3,2,4,5.5,3.6,2.6,5,5,4,4,4.5,4.5,3.8181818182,3.3636363636,3.75,3.25,4.0227272727,3.7045454545,-1.5,0.4545454545,0.5,0,0
"281","FoWo16_MWB31",281,10,1,2005,,2,3,2,,,,3,4,5,3,2,4,5,5,5,4,4,4,5,4,4,4,5,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,4,4,2,5,4,4,3,4,5,4,5,4,4,4,3,4,4,5,5,4,4,5,4,5,5,4,4,4,3,4,,4,5,5,3,3,4,5,4,5,5,5,5,5,5,4,4,2,2,2,1,1,5,5,4,,,,,5,1,5,1,1,5,5,3,4,3,5,5,3,5,1,2,4,5,3,5,2,4,5,4.5,1.6666666667,2,4.75,4.5,2.6666666667,1.5,8.8333333333,8.3333333333,4.6,3.4,4.25,4.5,4.5,4.75,4.375,4.625,4.0909090909,4,4.5,4.125,4.321969697,4.25,0.5,0.0909090909,0.375,-0.25,-0.25
